University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
"University of Maryland, College Park",Reject,Computer Science,Fall 2019,170,162,4,332,114,Sardar Patel Institute of Technology,Computer Science,8.5,N/A,0 Mo
"University of Maryland, College Park",Reject,Computer Science,Fall 2018,164,158,4,322,105,"Vidyalankar Institute of Technology, Mumbai",Computer Science,7.65,3,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,162,160,4,322,112,RV College of Engineering,Information Technology,8.92,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,163,151,3.5,314,104,M S Ramaiah Institute of Technology,Computer Science,9.38,1,17 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,170,157,4,327,116,"P.E.S. Institute of Technology, Bangalore",Computer Science,69.22,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,160,142,3,302,102,"National Institute of Technology Mizoram, Aizawl",Computer Science,9.56,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,160,162,3,322,105,Manipal Institute of Technology,Computer Science,9,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,157,166,4,323,113,M S Ramaiah Institute of Technology,Computer Science,8.91,3,5 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,160,150,3.5,310,106,"Vishwakarma Institute of Technology, Pune",Computer Science,8.8,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,N/A,N/A,N/A,N/A,104,NIT Surat,Computer Science,3.5,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,169,163,4,332,116,nsit,Computer Science,83.28,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2017,157,144,3,301,N/A,BVBCET,Computer Science,8.3,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,166,154,3,320,103,"Bharati Vidyapeeth College Of Engineering,",ECE,70,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2017,170,152,4,322,113,"BITS Pilani, Goa Campus",Computer Science,9.16,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Spring 2019,163,152,4,315,N/A,IIITDM Kancheepuram,Computer Science,9.14,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,163,151,4,314,104,SRM University,Computer Science,9.75,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,170,159,4.5,329,N/A,IIT Roorkee,Mathematics,9.56,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,165,165,4,330,100,Maharaja Surajmal Institute of Technology,Computer Science,84,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,166,154,4,320,104,International Institute of Information Technology (IIIT),ECE,8.08,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2016,158,145,3,303,95,Gujarat Technological University,Computer Science,7.6,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,169,153,4,322,112,"P.E.S. Institute of Technology, Bangalore",Computer Science,9.69,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,170,152,N/A,322,106,IIT Guwahati,Computer Science,9.3,N/A,6 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,168,163,5,331,117,Sardar Patel Institute of Technology,Computer Science,9.68,1,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,168,159,0,327,114,"Indraprastha Institute of Information Technology, Delhi",Computer Science,9.37,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,167,157,4,324,108,Dr. A.P.J Abdul Kalam Technical University,Computer Science,82.3,1,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,168,156,4,324,114,Sardar Patel Institute of Technology,Information Technology,9.22,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,165,160,4.5,325,115,NIT Surat,Computer Science,9.06,1,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,170,151,4,321,N/A,"SJCE, Mysore",Computer Science,9.3,0,17 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,160,156,3.5,316,108,"Datta Meghe College Of Engineering, Airoli",EEE,65.87,0,59 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2017,169,154,3.5,323,105,DDU,ECE,7.82,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2018,165,150,3.5,315,104,Krishna Institute of Engineering & Technology,Computer Science,79,1,29 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2017,162,157,4,319,104,Maharashtra Institute of Technology,Computer Science,9,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,159,156,3.5,315,N/A,SFIT,Computer Science,9,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,159,156,3.5,315,N/A,sfit,Computer Science,9,N/A,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2019,170,165,5,335,N/A,IIT Kanpur,Mathematics,9.66,2,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,168,155,3,323,105,MNNIT,Computer Science,8.3,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,163,154,4,317,112,Vellore Institute of Technology,Electrical Engineering,7.98,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,161,156,4,317,105,Kerala University/Mar Baselios College Of Engineering and Technology,Information Technology,3.98,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2012,156,146,3,302,97,Anna University,Computer Science,80,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,161,157,N/A,318,102,"Pune Institute Of Computer Technology, Dhakavdi, Pune",Computer Science,67,0,25 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2011,166,168,4,334,115,"SSN , Anna University",Computer Science,83,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,170,162,4,332,116,IIT Kharagpur,N/A,9.47,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,170,155,4,325,110,Pune University/DYP COE,Information Technology,70.2,0,30 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,162,153,N/A,315,116,N/A,N/A,79,1,10 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2012,163,157,5,320,112,Amrita Coimbatore,Information Technology,8.98,0,6 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2011,166,169,3.5,335,110,BM Sreenivasaiah College of Engineering,Computer Science,72.1,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2012,161,159,3,320,102,Pune Institute of Computer Technology,Information Technology,N/A,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,167,152,3,319,105,"R V College of Engineering, Bangalore - India",Computer Science,9.41,1,20 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,166,159,3,325,107,IIT Indore,Electrical Engineering,8.64,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,162,157,4,319,N/A,BIT / VTU,ECE,69,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2016,155,150,N/A,305,110,"Dr. T Thimaiah Institute Of Technology, Oorgaum, KGF",Computer Science,72,0,25 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,168,167,4,335,116,NIT Nagpur,Computer Science,7.73,2,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,162,158,5,320,N/A,Kurukshetra university,Computer Science,65,0,84 Mo
"University of Maryland, College Park",Admit,Computer Science,Spring 2014,167,150,3.5,317,97,"College of Engineering,Guindy , Anna University",ECE,7.84,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,167,152,N/A,319,106,N/A,N/A,9.41,1,16 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2013,161,147,4,308,107,N/A,Computer Science,68,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,167,149,4,316,107,"Sinhgad, University of Pune",Computer Science,62,1,12 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2012,157,143,4,300,100,University of Mumbai,Electronics Engineering,63,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2012,156,161,3.5,317,115,Univ of Pune,Electronics and Telecommunication,72,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,155,141,N/A,296,106,"Panimalar Institute of Technology, Chennai, Chennai",Computer Science,8.8,1,25 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2011,166,161,3.5,327,101,B.I.T.S Pilani,ECE,8.3,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,161,150,4,311,110,Sri Venkateswara College of Engineering,EEE,83,0,36 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,159,153,3,312,105,BNM Institute of technology,Information Science and Engineering,74,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,N/A,N/A,N/A,N/A,106,Thiagarajar College of Engineering,Computer Science,8.99,0,30 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,170,164,3.5,334,115,IIT Kanpur,Computer Science,9.4,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,163,156,3,319,105,"Walchand College of Engineering, Sangli",Computer Science,7.34,0,29 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2015,163,153,4,316,117,"BITS Pilani, Pilani Campus",Electronics Engineering,7.59,0,16 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,160,153,3.5,313,107,University of Mumbai,Electronics and Telecommunication,67.4,0,0 Mo
"University of Maryland, College Park",Admit,Computer Science,Fall 2014,170,157,3.5,327,113,NIT,Computer Science,8.49,0,24 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,164,155,4,319,113,Goa engineering college,Computer Science,58,N/A,94 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,161,150,4,311,106,"Vivekanand Education Society's Institute of Technology, Mumbai",Information Technology,68,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2017,162,160,4,322,107,Symbiosis Institute Of Technology PUNE,Computer Science,70,N/A,29 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,130,130,1,260,81,Thadomal Shahani Engineering College,Information Technology,74.48,N/A,43 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2017,167,153,3,320,103,L d collge of engineering,ECE,8.71,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,162,152,4,314,101,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,77,N/A,7 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,165,143,3.5,308,92,Chaitanya Bharathi Institute of Technology,ECE,8.4,0,18 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,162,148,3,310,94,Vasavi College of Engineering,Computer Science,81,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,164,150,3,314,99,Anna University,Computer Science,8.5,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2017,170,157,3,327,106,Sri Venkateswara University College of Engineering,EEE,8.45,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2017,167,153,3.5,320,7,Sona College of Technology,ECE,8.02,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,160,142,3,302,96,SUNY BUFFALO,Computer Science,8.3,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,162,153,4,315,105,fr agnel,Information Technology,8.2,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2011,150,162,0,312,104,MH Saboo Siddik College Of Engineering,Computer Science,62,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,161,150,3.5,311,7.5,University of Mumbai,Information Technology,65,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,167,150,3,317,97,Manipal Institute of Technology,ECE,7.48,N/A,29 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,154,147,3.5,301,N/A,k.k.wagh institute of engineering education and research,Computer Science,75,N/A,31 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,160,141,3,301,6.5,SRM University,Computer Science,9.12,N/A,14 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,166,155,4.5,321,N/A,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,62,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,165,153,4,318,113,"Government College of Engineering, Amravati",Computer Science,8.09,N/A,55 Mo
"State University of New York, Buffalo",Admit,Computer Science,Spring 2019,164,160,4.5,324,114,UPTU,Computer Science,71,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,167,151,4,318,111,Manipal Institute of Technology,Computer Science,8.93,N/A,17 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,160,152,5,312,114,New Horizon College Of Engineering,Information Technology,81,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,168,153,N/A,321,107,Vasavi College of Engineering,Computer Science,8.26,0,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2015,162,151,0,313,107,Sri Venkateshwara College Of Engineering (SVCE),Computer Science,83,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,158,154,4,312,102,BVB college of engineering hubli,Computer Science,9.12,N/A,2 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,153,147,4,300,94,SRM University,Computer Science,7.84,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,169,155,4,324,112,Sardar Patel Institute of Technology,Information Technology,7.76,N/A,17 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2015,168,154,3,322,107,N/A,N/A,N/A,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,162,147,3,309,93,"Dr. Babasaheb Ambedkar Technological University, Lonere",Computer Science,8.85,N/A,15 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,169,153,4,322,106,Global Institute of Technology,ECE,68,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2017,155,152,5,307,107,"MPSTME, NMIMS University",Computer Science,69.74,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,164,152,4.5,316,96,SRM University,Computer Science,8.2,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,167,151,3,318,103,Vellore Institute of Technology,Computer Science,8.46,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,167,151,4,318,114,SRM Easwari,Computer Science,8.27,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,165,147,3,312,94,IIT Guwahati,Computer Science,8.21,0,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,166,142,3,308,91,Pune Institute of Computer Technology,Computer Science,67,N/A,0 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,165,149,3,314,96,"JSS Academy of Technical Education, Noida",Information Technology,70,N/A,52 Mo
"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,162,142,4,304,97,"P.E.S. Institute of Technology, Bangalore",Computer Science,78.1,N/A,0 Mo
